"","feature","gain"
"282","deep_features.176",0.000894777078504565
"283","deep_features.1287",0.000894500557570914
"284","deep_features.1179",0.000892310009481815
"285","deep_features.1662",0.0008870095070907
"286","deep_features.180",0.000880415078326998
"287","deep_features.1125",0.000879393659709719
"288","deep_features.3132",0.000877377879064641
"289","deep_features.2864",0.000876900505027732
"290","deep_features.2274",0.000876570129829849
"291","deep_features.1519",0.000870053181299663
"292","deep_features.3793",0.000869599109588623
"293","deep_features.3739",0.000868402470426541
"294","deep_features.1270",0.000865986990164119
"295","deep_features.2249",0.00086459868937176
"296","deep_features.2173",0.000862643559502627
"297","deep_features.2729",0.000862238940505376
"298","deep_features.2525",0.000861052528475204
"299","deep_features.1805",0.00086067943234656
"300","deep_features.4030",0.000856682695087843
"301","deep_features.3632",0.00085281981674551
"302","deep_features.1913",0.000851625119443918
"303","deep_features.3546",0.000850426538421347
"304","deep_features.1749",0.000832029611062111
"305","deep_features.2297",0.000825961620677011
"306","deep_features.3477",0.000822993033818603
"307","deep_features.402",0.000821128653562995
"308","deep_features.679",0.000814973797285348
"309","deep_features.1513",0.00080740313052508
"310","deep_features.4078",0.000805758827791572
"311","deep_features.3136",0.000802152469219853
"312","deep_features.1065",0.000798510768787231
"313","deep_features.663",0.00079595761061613
"314","deep_features.466",0.000795382431539251
"315","deep_features.1912",0.000793749909426044
"316","deep_features.746",0.000791085482648916
"317","deep_features.1910",0.00079085789659959
"318","deep_features.715",0.000789256962083673
"319","deep_features.2498",0.000781822808115791
"320","deep_features.2283",0.000781384789118127
"321","deep_features.474",0.000776799668131206
"322","deep_features.2013",0.000775859419282372
"323","deep_features.3509",0.000775714556489883
"324","deep_features.2024",0.000775093808420193
"325","deep_features.98",0.000774783693300079
"326","deep_features.1924",0.000773373190569462
"327","deep_features.1657",0.000772291250633605
"328","deep_features.3614",0.000762019197018233
"329","deep_features.2109",0.000754673656617338
"330","deep_features.939",0.000753134214350243
"331","deep_features.732",0.00075175824437199
"332","deep_features.3",0.000750790777111967
"333","deep_features.2100",0.000747972296069368
"334","deep_features.933",0.000747571754979145
"335","deep_features.1466",0.000744021645632927
"336","deep_features.2304",0.000741273524668717
"337","deep_features.582",0.000739667606044211
"338","deep_features.2861",0.000738700235877212
"339","deep_features.619",0.000735748349019011
"340","deep_features.2155",0.00073513847536806
"341","deep_features.2979",0.000732125484633134
"342","deep_features.104",0.000731013381131012
"343","deep_features.3223",0.000730418848177925
"344","deep_features.1802",0.000727924722565693
"345","deep_features.521",0.000721078110853137
"346","deep_features.3446",0.000720666177514711
"347","deep_features.2039",0.000720510116660068
"348","deep_features.1090",0.000719604238741891
"349","deep_features.3943",0.00071764872050066
"350","deep_features.19",0.000716910878243475
"351","deep_features.1876",0.000714772954573632
"352","deep_features.1416",0.000714010644874285
"353","deep_features.3178",0.000712035643299479
"354","deep_features.1248",0.000711839191746662
"355","deep_features.646",0.000711628305697543
"356","deep_features.135",0.000711525969649766
"357","deep_features.2099",0.000709775317690138
"358","deep_features.1322",0.000708787040158539
"359","deep_features.1816",0.000705294086239384
"360","deep_features.2425",0.000704560580803959
"361","deep_features.1710",0.00070289032186858
"362","deep_features.520",0.000698862644299403
"363","deep_features.435",0.000698666451661319
"364","deep_features.485",0.000695773338447255
"365","deep_features.1763",0.000694609710913488
"366","deep_features.3552",0.000688676938747114
"367","deep_features.310",0.00068638910344751
"368","deep_features.3007",0.000686133489878459
"369","deep_features.2749",0.000685688803826449
"370","deep_features.2189",0.000682254494094066
"371","deep_features.67",0.000681884051841424
"372","deep_features.3720",0.000681578920829899
"373","deep_features.807",0.000679951706468696
"374","deep_features.1954",0.000670500477282077
"375","deep_features.1744",0.000669794093164816
"376","deep_features.3045",0.000669443652075212
"377","deep_features.3359",0.000667220869101994
"378","deep_features.2134",0.00066613724622038
"379","deep_features.3435",0.000666075300870776
"380","deep_features.1395",0.000664932710158975
"381","deep_features.853",0.000664301929143425
"382","deep_features.1698",0.000663587130297378
"383","deep_features.1412",0.000661738090739633
"384","deep_features.1114",0.000658519586436275
"385","deep_features.610",0.000657221517427978
"386","deep_features.3514",0.000654814775537757
"387","deep_features.3401",0.000654589843364433
"388","deep_features.3161",0.00065449695770437
"389","deep_features.858",0.000650298590598199
"390","deep_features.450",0.000649454916944358
"391","deep_features.3903",0.000645757549844381
"392","deep_features.2391",0.000640019546285066
"393","deep_features.1289",0.000639331027284306
"394","deep_features.1511",0.000637014970278927
"395","deep_features.2503",0.000635807780341521
"396","deep_features.1",0.000633878347759527
"397","deep_features.350",0.000632677371775686
"398","deep_features.2316",0.000631859913238447
"399","deep_features.5",0.000631453934938854
"400","deep_features.1099",0.000630587670974656
"401","deep_features.1767",0.00062995831399013
"402","deep_features.3482",0.000620352512708577
"403","deep_features.3424",0.000619056385560769
"404","deep_features.86",0.000618971914629492
"405","deep_features.658",0.000618172968495583
"406","deep_features.1208",0.000617843693685311
"407","deep_features.588",0.000616439793280356
"408","deep_features.3293",0.000614559295582688
"409","deep_features.1481",0.000614208401392303
"410","deep_features.3608",0.000610678357937806
"411","deep_features.2182",0.000608002344726426
"412","deep_features.2363",0.000606953092775469
"413","deep_features.1775",0.000606290271061848
"414","deep_features.4025",0.000604825655152267
"415","deep_features.2797",0.000601534201623201
"416","deep_features.3534",0.000601317748907346
"417","deep_features.3675",0.000600953326422221
"418","deep_features.167",0.000600496147734398
"419","deep_features.1461",0.000597441860099736
"420","deep_features.2911",0.00059646516900239
"421","deep_features.2402",0.00059435566122437
"422","deep_features.1168",0.00059310698020118
"423","deep_features.921",0.000591151785603364
"424","deep_features.29",0.000588454282469237
"425","deep_features.1096",0.000586221466550159
"426","deep_features.2027",0.000584714453353232
"427","deep_features.754",0.000584059334352884
"428","deep_features.1061",0.000583906315746341
"429","deep_features.2434",0.000581004075787978
"430","deep_features.2604",0.000575140886955798
"431","deep_features.1611",0.000574022634228794
"432","deep_features.581",0.000571094502797243
"433","deep_features.1674",0.00056743403104656
"434","deep_features.856",0.000567095953135403
"435","deep_features.1242",0.000565726812033204
"436","deep_features.2287",0.000565430484122564
"437","deep_features.1950",0.000565399737998153
"438","deep_features.513",0.000565341741098211
"439","deep_features.1380",0.00056444078255994
"440","deep_features.3054",0.00056428718139525
"441","deep_features.191",0.000560170890259086
"442","deep_features.2031",0.000559198859626913
"443","deep_features.3165",0.000557363089449178
"444","deep_features.2981",0.000553236506452422
"445","deep_features.398",0.000552442997527883
"446","deep_features.2219",0.000551920119226844
"447","deep_features.659",0.000549824592844347
"448","deep_features.2544",0.00054920630446461
"449","deep_features.3886",0.000547265479634412
"450","deep_features.1442",0.000545216298988922
"451","deep_features.742",0.000542463452830856
"452","deep_features.1240",0.000541358469483861
"453","deep_features.3949",0.000540825234593547
"454","deep_features.1795",0.000540758952422185
"455","deep_features.1025",0.000539802262487876
"456","deep_features.556",0.000539424894266156
"457","deep_features.3029",0.000537738323702668
"458","deep_features.2763",0.000537472029900926
"459","deep_features.1111",0.000536603694618873
"460","deep_features.2728",0.000536584405471347
"461","deep_features.1526",0.000536495274074897
"462","deep_features.2055",0.000536283158180801
"463","deep_features.2659",0.000536260567870445
"464","deep_features.1984",0.000531008288348143
"465","deep_features.2717",0.000526625379766822
"466","deep_features.779",0.000526562851859073
"467","deep_features.2625",0.00052432123283911
"468","deep_features.2012",0.000520327602557176
"469","deep_features.3713",0.000520180992090247
"470","deep_features.3419",0.000519015422695991
"471","deep_features.2245",0.000517880728883513
"472","deep_features.3429",0.000514920880397306
"473","deep_features.2042",0.000514642547060531
"474","deep_features.2626",0.000514013384262055
"475","deep_features.1218",0.000512287911760102
"476","deep_features.1259",0.000512072559431858
"477","deep_features.1512",0.000511665674930703
"478","deep_features.1724",0.000510745556702273
"479","deep_features.2150",0.000510642055538202
"480","deep_features.3542",0.00051021866522289
"481","deep_features.1081",0.000509754560565989
"482","deep_features.525",0.000509346769863273
"483","deep_features.224",0.000508138285352208
"484","deep_features.1616",0.00050809038612681
"485","deep_features.345",0.000507872315193881
"486","deep_features.1034",0.000506648878357049
"487","deep_features.2372",0.000505972851992102
"488","deep_features.3356",0.000503559378318852
"489","deep_features.863",0.000501839537212317
"490","deep_features.1378",0.000501534147286061
"491","deep_features.2148",0.000500835077509976
"492","deep_features.342",0.000500619789910415
"493","deep_features.380",0.000500255237967923
"494","deep_features.2341",0.000499983053856031
"495","deep_features.1704",0.000495948515046459
"496","deep_features.3647",0.000495917898379414
"497","deep_features.154",0.000494338971615707
"498","deep_features.2865",0.000492162016550032
"499","deep_features.2937",0.000490613123895223
"500","deep_features.868",0.000490497906839535
"501","deep_features.339",0.000489547301401426
"502","deep_features.2623",0.00048896674984386
"503","deep_features.76",0.000487558771531879
"504","deep_features.99",0.000487033627726936
"505","deep_features.2570",0.00048693782927614
"506","deep_features.3016",0.000484474773431734
"507","deep_features.181",0.000482325328056322
"508","deep_features.2667",0.000481203385794388
"509","deep_features.613",0.000480073870276547
"510","deep_features.2256",0.000479230779180852
"511","deep_features.2547",0.00047793847102534
"512","deep_features.3530",0.000477896656296141
"513","deep_features.1972",0.000477646997765922
"514","deep_features.1387",0.000477186971016049
"515","deep_features.563",0.000476810897367988
"516","deep_features.3399",0.000475460009754387
"517","deep_features.303",0.000474180323692054
"518","deep_features.2335",0.000473734886787322
"519","deep_features.1870",0.000473682560120008
"520","deep_features.481",0.000473437497326281
"521","deep_features.3859",0.000473204862439683
"522","deep_features.2175",0.000472774351969244
"523","deep_features.2734",0.000472549808168019
"524","deep_features.696",0.000468124631756718
"525","deep_features.164",0.000467996857336534
"526","deep_features.1843",0.00046723875500158
"527","deep_features.3218",0.000466579363908156
"528","deep_features.2988",0.000464931112724987
"529","deep_features.2808",0.000462440547190318
"530","deep_features.1755",0.000461554994078594
"531","deep_features.3899",0.000460699669261818
"532","deep_features.192",0.000460104294835852
"533","deep_features.4000",0.000459011804124671
"534","deep_features.3398",0.000457779111086174
"535","deep_features.1790",0.000456057910677297
"536","deep_features.730",0.000454832920352074
"537","deep_features.726",0.000454755893219339
"538","deep_features.3548",0.000454681714148654
"539","deep_features.1964",0.000454508564921707
"540","deep_features.567",0.000453568510258922
"541","deep_features.3947",0.000453102916842313
"542","deep_features.2345",0.000452725354434544
"543","deep_features.1027",0.000452309666832506
"544","deep_features.3201",0.000449965776493449
"545","deep_features.1686",0.000447436438477681
"546","deep_features.3914",0.000447020945061691
"547","deep_features.500",0.000446410553581276
"548","deep_features.10",0.000445502753221215
"549","deep_features.2090",0.000444812984956873
"550","deep_features.2816",0.000444478143479865
"551","deep_features.1044",0.000442472136865917
"552","deep_features.1776",0.000439566595744722
"553","deep_features.414",0.000439546788767733
"554","deep_features.124",0.000439078541475122
"555","deep_features.623",0.000436241353843145
"556","deep_features.3998",0.000435265245303945
"557","deep_features.1953",0.000435247962745592
"558","deep_features.2003",0.000434115858080432
"559","deep_features.1260",0.000433434200320066
"560","deep_features.615",0.00043248780224635
"561","deep_features.2843",0.000431662835181887
"562","deep_features.1209",0.000431372527038762
"563","deep_features.488",0.000430980530134691
"564","deep_features.1167",0.000430962276646093
"565","deep_features.3778",0.000430637403386263
"566","deep_features.1460",0.000430573710362219
"567","deep_features.2222",0.000429178871972881
"568","deep_features.3009",0.000428126577773825
"569","deep_features.2473",0.000427969287074205
"570","deep_features.2011",0.000426882427758442
"571","deep_features.3346",0.000426414763023978
"572","deep_features.2353",0.000426053835887733
"573","deep_features.1362",0.000425997716119597
"574","deep_features.1119",0.000425110415333433
"575","deep_features.1132",0.000421597071879143
"576","deep_features.3652",0.000420556428843021
"577","deep_features.1389",0.000419646278831768
"578","deep_features.4080",0.000418611202462381
"579","deep_features.4015",0.000418460643545791
"580","deep_features.2430",0.000418210531914792
"581","deep_features.2258",0.000418039648191749
"582","deep_features.1970",0.000418022106718664
"583","deep_features.2841",0.000417914980748347
"584","deep_features.731",0.000414104532639221
"585","deep_features.2104",0.000414082330700962
"586","deep_features.987",0.000414081489228083
"587","deep_features.966",0.000414067766747293
"588","deep_features.2707",0.000413856880698174
"589","deep_features.2226",0.000412547937271138
"590","deep_features.3462",0.000412439710913211
"591","deep_features.2710",0.000412094383389562
"592","deep_features.1982",0.000411909841914412
"593","deep_features.1429",0.000411137175625789
